Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Start tear down : tearDownTestCase,,,,2021-09-10 15:13:08,2021-09-10 15:13:14,5.526s,PASSED
,,,,,,,
Test Cases/All test cases/Wait for element has attribute - SwiftRadio,,Source code of SwiftRadio apps: https://github.com/analogcode/Swift-Radio-Pro,,2021-09-10 15:13:14,2021-09-10 15:13:21,6.989s,PASSED
"elem = findTestObject(""Object Repository/SwiftRadioApps/Wait for element present/XCUIElementTypeStaticText - Radio 1190"")",,,,2021-09-10 15:13:14,2021-09-10 15:13:14,0.077s,PASSED
"Result = waitForElementHasAttribute(elem, ""name"", 20)",,,,2021-09-10 15:13:14,2021-09-10 15:13:15,0.866s,PASSED
"verifyEqual(Result, true, STOP_ON_FAILURE)",,,,2021-09-10 15:13:15,2021-09-10 15:13:15,0.004s,PASSED
Start tear down : tearDownTestCase,,,,2021-09-10 15:13:15,2021-09-10 15:13:21,5.673s,PASSED
,,,,,,,
Test Cases/All test cases/Wait for element attribute value - SwiftRadio,,Source code of SwiftRadio apps: https://github.com/analogcode/Swift-Radio-Pro,,2021-09-10 15:13:21,2021-09-10 15:13:27,6.871s,PASSED
"elem = findTestObject(""Object Repository/SwiftRadioApps/Wait for element present/XCUIElementTypeStaticText - Radio 1190"")",,,,2021-09-10 15:13:21,2021-09-10 15:13:21,0.066s,PASSED
"Result = waitForElementAttributeValue(elem, ""name"", ""Radio 1190"", 20)",,,,2021-09-10 15:13:21,2021-09-10 15:13:22,0.869s,PASSED
"verifyEqual(Result, true, STOP_ON_FAILURE)",,,,2021-09-10 15:13:22,2021-09-10 15:13:22,0.002s,PASSED
Start tear down : tearDownTestCase,,,,2021-09-10 15:13:22,2021-09-10 15:13:27,5.435s,PASSED
,,,,,,,
Test Cases/All test cases/Verify image present - SwiftRadio,,https://github.com/analogcode/Swift-Radio-Pro,,2021-09-10 15:13:27,2021-09-10 15:13:36,8.625s,PASSED
imageFullPath = currentProjDir + imageShortPath,,,,2021-09-10 15:13:28,2021-09-10 15:13:28,0.006s,PASSED
settings = getDriver(),,,,2021-09-10 15:13:28,2021-09-10 15:13:28,0.001s,PASSED
"settings.setSetting(IMAGE_MATCH_THRESHOLD, 0.2)",,,,2021-09-10 15:13:28,2021-09-10 15:13:28,0.007s,PASSED
try,,,,2021-09-10 15:13:28,2021-09-10 15:13:29,1.460s,PASSED
Start tear down : tearDownTestCase,,,,2021-09-10 15:13:29,2021-09-10 15:13:36,6.629s,PASSED
,,,,,,,
Test Cases/All test cases/Find image element - SwiftRadio,,https://github.com/analogcode/Swift-Radio-Pro,,2021-09-10 15:13:36,2021-09-10 15:13:47,10.448s,PASSED
imageFullPath = currentProjDir + imageShortPath,,,,2021-09-10 15:13:37,2021-09-10 15:13:37,0.004s,PASSED
settings = getDriver(),,,,2021-09-10 15:13:37,2021-09-10 15:13:37,0.000s,PASSED
"settings.setSetting(IMAGE_MATCH_THRESHOLD, 0.2)",,,,2021-09-10 15:13:37,2021-09-10 15:13:37,0.014s,PASSED
elem = findImageElement(imageFullPath),,,,2021-09-10 15:13:37,2021-09-10 15:13:40,2.229s,PASSED
assertThat(elem).isNotNull(),,,,2021-09-10 15:13:40,2021-09-10 15:13:40,0.080s,PASSED
Start tear down : tearDownTestCase,,,,2021-09-10 15:13:40,2021-09-10 15:13:47,6.828s,PASSED
,,,,,,,
Test Cases/All test cases/Find image elements - SwiftRadio,,https://github.com/analogcode/Swift-Radio-Pro,,2021-09-10 15:13:47,2021-09-10 15:13:56,9.756s,PASSED
imageFullPath = currentProjDir + imageShortPath,,,,2021-09-10 15:13:47,2021-09-10 15:13:47,0.001s,PASSED
settings = getDriver(),,,,2021-09-10 15:13:47,2021-09-10 15:13:47,0.001s,PASSED
"settings.setSetting(IMAGE_MATCH_THRESHOLD, 0.2)",,,,2021-09-10 15:13:47,2021-09-10 15:13:47,0.007s,PASSED
elems = findImageElements(imageFullPath),,,,2021-09-10 15:13:47,2021-09-10 15:13:49,1.916s,PASSED
assertThat(elems).isNotNull(),,,,2021-09-10 15:13:49,2021-09-10 15:13:50,0.140s,PASSED
Start tear down : tearDownTestCase,,,,2021-09-10 15:13:50,2021-09-10 15:13:56,6.879s,PASSED
